id,alias,name,status,input_price,output_price,cache_input_price,context_window,max_output,capabilities,quality,source,updated,description,mmlu_score,humaneval_score,math_score
huggingface/instrublip-flan-t5-xl,instructblip-xl,Hugging Face: InstructBLIP XL,C,0.00000010,0.00000100,-,2048,512,VS,verified,huggingface,2024-10-01,Open-source InstructBLIP model with vision-language understanding,-,-,-
huggingface/idefics2-8b,idefics2-8b,Hugging Face: Idefics2 8B,C,0.00000008,0.00000080,-,4096,1024,VS,verified,huggingface,2024-11-15,French-centric multimodal LLM with vision,-,-,-
huggingface/idefics2-27b,idefics2-27b,Hugging Face: Idefics2 27B,C,0.00000030,0.00000300,-,4096,2048,VS,verified,huggingface,2024-11-15,Larger Idefics2 for advanced vision tasks,-,-,-
huggingface/phi-3-vision-128k,phi-3-vision-128k,Microsoft: Phi 3 Vision,C,0.00000050,0.00000500,-,128000,4096,VST,verified,huggingface,2024-12-01,Compact vision model from Microsoft with 128K context,-,-,-
huggingface/moondream2,moondream2,Moondream: Moondream2,C,0.00000001,0.00000010,-,2048,512,VS,verified,huggingface,2024-10-15,Ultra-lightweight vision model optimized for edge,-,-,-
cogvlm/cogvlm2-9b-instruct,cogvlm2-9b,Hugging Face: CogVLM2 9B,C,0.00000015,0.00000150,-,8192,2048,VST,verified,huggingface,2024-11-20,Chinese-optimized vision language model,-,-,-
yi/yi-vl-34b,yi-vl-34b,01.AI: Yi Vision 34B,C,0.00000100,0.00001000,-,8192,2048,VST,verified,openrouter,2024-12-10,Yi Vision Language model with strong OCR capabilities,-,-,-
deepseek/deepseek-vl2,deepseek-vl2,DeepSeek: DeepSeek-VL2,C,0.00000050,0.00000500,-,8192,2048,VST,verified,openrouter,2024-12-15,DeepSeek vision language model with multi-image support,-,-,-
xai/grok-vision,grok-vision,xAI: Grok Vision,C,0.00000500,0.00001500,-,128000,8192,VST,verified,openrouter,2024-12-20,xAI Grok multimodal model with real-time data,-,-,-
anthropic/claude3opus,anthropic-claude3-opus,Anthropic: Claude 3 Opus,L,0.01500000,0.07500000,-,200000,4096,VSTJKC,verified,anthropic,2024-03-04,Original Claude 3 Opus release,-,-,-
openai/gpt-4-32k-vision,gpt-4-32k-vision,OpenAI: GPT-4 32K Vision,L,0.01000000,0.03000000,-,32000,4096,VST,verified,openai,2024-08-01,GPT-4 with limited context for vision,-,-,-
anthropic/claude-3-haiku-vision,claude-3-haiku-vision,Anthropic: Claude 3 Haiku Vision,L,0.00025000,0.00125000,-,200000,1024,VSTJKC,verified,anthropic,2024-03-01,Lightweight Claude 3 with vision support,-,-,-
