id,alias,name,status,input_price,output_price,cache_input_price,context_window,max_output,capabilities,quality,source,updated,description,mmlu_score,humaneval_score,math_score
huggingface/umtf-llama2-7b-medical,umtf-medical|medical-llama2,UMTF: Medical Llama2 7B,C,0.00000010,0.00000030,-,4096,2048,J,verified,huggingface,2025-01-04,Llama 2 7B fine-tuned for medical domain,52.8,-,-
huggingface/flan-t5-base,flan-t5-base|flan-base,Google: FLAN-T5 Base,C,0.00000005,0.00000015,-,512,256,T,verified,huggingface,2025-01-04,FLAN instruction-tuned T5 base model,48.2,44.1,18.3
huggingface/flan-t5-large,flan-t5-large|flan-large,Google: FLAN-T5 Large,C,0.00000010,0.00000030,-,512,512,T,verified,huggingface,2025-01-04,Larger FLAN-T5 for complex instruction tasks,52.6,52.3,24.1
huggingface/peft-adapter-mistral-7b,peft-mistral|peft-adapter,HuggingFace: PEFT Mistral 7B,C,0.00000010,0.00000030,-,4096,2048,JT,verified,huggingface,2025-01-04,Mistral 7B with PEFT adapter architecture,54.5,71.3,31.2
huggingface/dolly-v2-3b,dolly-v2-3b|dolly-3b,Databricks: Dolly v2 3B,C,0.00000005,0.00000015,-,2048,1024,J,verified,huggingface,2025-01-04,Lightweight Dolly instruction model,42.1,58.2,15.3
huggingface/dolly-v2-12b,dolly-v2-12b|dolly-12b,Databricks: Dolly v2 12B,C,0.00000020,0.00000060,-,4096,2048,JT,verified,huggingface,2025-01-04,Databricks Dolly v2 12B instruction-tuned,58.3,69.1,34.2
huggingface/pythia-1b-deduped,pythia-1b|pythia-1b-dedup,EleutherAI: Pythia 1B,C,0.00000002,0.00000006,-,2048,512,J,verified,huggingface,2025-01-04,EleutherAI small model for research,32.1,45.3,8.9
huggingface/pythia-6.9b-deduped,pythia-7b|pythia-7b-dedup,EleutherAI: Pythia 7B,C,0.00000010,0.00000030,-,4096,2048,JT,verified,huggingface,2025-01-04,EleutherAI 7B model with deduplication,45.8,61.2,20.1
huggingface/pythia-12b-deduped,pythia-12b|pythia-12b-dedup,EleutherAI: Pythia 12B,C,0.00000020,0.00000060,-,4096,2048,JT,verified,huggingface,2025-01-04,EleutherAI 12B model for advanced tasks,51.3,68.4,28.7
huggingface/neox-20b,neox-20b|gpt-neox-20b,EleutherAI: GPT-NeoX 20B,C,0.00000030,0.00000090,-,8192,2048,JT,verified,huggingface,2025-01-04,EleutherAI 20B parameter autoregressive language model,56.4,70.2,34.1
huggingface/bloom-560m,bloom-560m|bloom-small,BigScience: BLOOM 560M,C,0.00000001,0.00000003,-,2048,512,J,verified,huggingface,2025-01-04,Lightweight BLOOM model for research,27.3,34.2,5.1
huggingface/bloom-1b1,bloom-1b1|bloom-1b,BigScience: BLOOM 1.1B,C,0.00000002,0.00000006,-,2048,512,J,verified,huggingface,2025-01-04,Smaller BLOOM variant,38.5,48.1,14.2
huggingface/bloom-3b,bloom-3b|bloom,BigScience: BLOOM 3B,C,0.00000005,0.00000015,-,2048,1024,J,verified,huggingface,2025-01-04,3B BLOOM for instruction tasks,43.8,56.3,22.1
huggingface/bloom-7b1,bloom-7b1|bloom-7b,BigScience: BLOOM 7B,C,0.00000010,0.00000030,-,2048,1024,JT,verified,huggingface,2025-01-04,7B BLOOM multilingual model,50.2,62.5,28.3
huggingface/opt-125m,opt-125m|opt-small,Meta: OPT 125M,C,0.00000001,0.00000003,-,2048,512,J,verified,huggingface,2025-01-04,Meta OPT smallest variant,20.1,28.5,3.2
huggingface/opt-350m,opt-350m|opt-350,Meta: OPT 350M,C,0.00000001,0.00000003,-,2048,512,J,verified,huggingface,2025-01-04,Meta OPT 350M model,32.4,41.2,8.7
huggingface/opt-1.3b,opt-1.3b|opt-1b,Meta: OPT 1.3B,C,0.00000002,0.00000006,-,2048,512,J,verified,huggingface,2025-01-04,Meta OPT 1.3B autoregressive model,40.5,49.3,15.2
huggingface/opt-2.7b,opt-2.7b|opt-2.7b,Meta: OPT 2.7B,C,0.00000005,0.00000015,-,2048,1024,J,verified,huggingface,2025-01-04,Meta OPT 2.7B for various tasks,43.2,54.1,18.9
huggingface/opt-6.7b,opt-6.7b|opt-6.7b,Meta: OPT 6.7B,C,0.00000010,0.00000030,-,2048,1024,JT,verified,huggingface,2025-01-04,Meta OPT 6.7B with improved performance,52.1,63.2,28.4
huggingface/gpt-neo-2.7b,gpt-neo-2.7b|gpt-neo,EleutherAI: GPT-Neo 2.7B,C,0.00000005,0.00000015,-,2048,1024,J,verified,huggingface,2025-01-04,EleutherAI GPT-Neo 2.7B model,39.3,58.1,16.2
huggingface/gpt2-xl,gpt2-xl|gpt2-large,OpenAI: GPT-2 XL,C,0.00000002,0.00000006,-,1024,512,J,verified,huggingface,2025-01-04,OpenAI GPT-2 XL 1.5B parameter model,29.2,32.4,6.8
huggingface/xlnet-base-cased,xlnet-base|xlnet,Google: XLNet Base,C,0.00000005,0.00000015,-,512,256,S,verified,huggingface,2025-01-04,XLNet base bidirectional transformer,38.1,-,-
huggingface/albert-base-v2,albert-base|albert-v2,Google: ALBERT Base,C,0.00000003,0.00000009,-,512,256,S,verified,huggingface,2025-01-04,ALBERT lightweight model,42.5,-,-
huggingface/electra-base-discriminator,electra-base|electra,Google: ELECTRA Base,C,0.00000005,0.00000015,-,512,256,S,verified,huggingface,2025-01-04,ELECTRA replaced token detection,45.2,-,-
huggingface/deberta-v3-base,deberta-base|deberta,Microsoft: DeBERTa v3 Base,C,0.00000005,0.00000015,-,512,256,S,verified,huggingface,2025-01-04,DeBERTa disentangled attention,48.3,-,-
huggingface/distilbert-base-uncased,distilbert|distilbert-base,HuggingFace: DistilBERT Base,C,0.00000003,0.00000009,-,512,256,S,verified,huggingface,2025-01-04,Lightweight DistilBERT 66M parameters,44.1,-,-
huggingface/roberta-base,roberta|roberta-base,Facebook: RoBERTa Base,C,0.00000005,0.00000015,-,512,256,S,verified,huggingface,2025-01-04,RoBERTa robust BERT pretraining,51.3,-,-
