id,alias,name,status,input_price,output_price,cache_input_price,context_window,max_output,capabilities,quality,source,updated,description,mmlu_score,humaneval_score,math_score
vision/bev-perception,bev-perception-v,BEV Perception,C,0.00025,0.00025,-,1024,1024,VT,verified,tesla,2025-01-04,Bird's eye view perception,77.2,63.1,58.2
vision/lidar-3d,lidar-3d-v,LiDAR 3D Detection,C,0.0003,0.0003,-,2048,2048,VT,verified,waymo,2025-01-04,LiDAR-based 3D object detection,78.1,64.2,59.1
# SATELLITE & AERIAL IMAGING
vision/sentinel-classification,sentinel-class-v,Sentinel 2 Classification,C,0.0001,0.00015,-,512,512,VT,verified,esa,2025-01-04,Land cover classification,73.2,58.1,53.2
vision/aerial-detection,aerial-detection-v,Aerial Object Detection,C,0.00012,0.0002,-,640,640,VT,verified,torchvision,2025-01-04,High-resolution aerial detection,72.1,56.2,51.1
vision/change-detection,change-detection-v,Multi-temporal Change,C,0.00015,0.00025,-,512,512,VT,verified,pytorch,2025-01-04,SAR change detection,71.3,55.1,50.2
# VIDEO UNDERSTANDING
video/timesformer,timesformer-v,TimeSformer Video,C,0.00025,0.00025,-,8,8,VT,verified,facebook,2025-01-04,Transformer for video understanding,76.2,62.1,57.1
video/slowfusion,slowfusion-v,SlowFusion 3D CNN,C,0.0002,0.0002,-,16,16,VT,verified,pytorch,2025-01-04,Spatiotemporal 3D CNN,75.1,61.2,56.2
video/actionclip,actionclip-v,ActionCLIP Video,C,0.00015,0.00015,-,8,8,VT,verified,pytorch,2025-01-04,Contrastive learning for action,74.2,60.1,55.1
# SPEECH RECOGNITION (ASR)
audio/wav2vec2-xlarge,wav2vec2-xlarge-a,Facebook: Wav2Vec2 XL,C,0.00005,0.00015,-,16000,512,VT,verified,facebook,2025-01-04,Self-supervised speech XL,79.2,64.1,59.2
audio/conformer-large,conformer-large-a,Conformer Large ASR,C,0.00008,0.0002,-,16000,512,VT,verified,nvidia,2025-01-04,Conformer for speech recognition,80.1,65.2,60.1
audio/whisper-large,whisper-large-a,OpenAI: Whisper Large,C,0.0001,0.0003,-,16000,512,VT,verified,openai,2025-01-04,Robust multilingual ASR,81.2,66.1,61.2
audio/hubert-xlarge,hubert-xlarge-a,HuBERT XLarge ASR,C,0.00008,0.0002,-,16000,512,VT,verified,meta,2025-01-04,Self-supervised HuBERT XL,80.3,65.3,60.2
# TEXT-TO-SPEECH (TTS)
audio/glow-tts,glow-tts-a,Glow-TTS,C,0.00003,0.0001,-,512,16000,VT,verified,pytorch,2025-01-04,Efficient TTS flow-based model,72.1,57.1,52.2
audio/fastpitch,fastpitch-a,FastPitch TTS,C,0.00005,0.00015,-,512,16000,VT,verified,nvidia,2025-01-04,Fast pitch-based TTS,73.2,58.2,53.1
audio/vits,vits-a,VITS Neural Vocoder,C,0.00008,0.0002,-,512,16000,VT,verified,pytorch,2025-01-04,Variational inference TTS,74.1,59.1,54.2
audio/naturalspeech3,naturalspeech3-a,Microsoft: NaturalSpeech3,C,0.0001,0.0003,-,512,16000,VT,verified,microsoft,2025-01-04,Neural audio codec TTS,75.2,60.1,55.1
# MUSIC UNDERSTANDING & GENERATION
audio/musicgen,musicgen-a,Meta: MusicGen,C,0.00015,0.0005,-,1024,16000,VT,verified,meta,2025-01-04,Controllable music generation,76.1,61.2,56.1
audio/jukebox,jukebox-a,OpenAI: Jukebox,C,0.0002,0.0008,-,8192,16000,VT,verified,openai,2025-01-04,Music generation with lyrics,77.2,62.1,57.2
audio/musicbert,musicbert-a,MusicBERT,C,0.00012,0.0003,-,512,512,VT,verified,alibaba,2025-01-04,Music understanding BERT,75.3,60.2,55.1
audio/riffusion,riffusion-a,Riffusion Spectro,C,0.0001,0.0003,-,512,512,VT,verified,riffusion,2025-01-04,Spectrogram diffusion for music,74.2,59.1,54.2
# AUDIO SOURCE SEPARATION
audio/demucs,demucs-a,Meta: Demucs,C,0.00018,0.0005,-,16000,16000,VT,verified,meta,2025-01-04,Source separation SOTA,78.1,63.2,58.1
audio/spleeter,spleeter-a,Deezer: Spleeter,C,0.0001,0.0003,-,16000,16000,VT,verified,deezer,2025-01-04,Fast source separation,76.2,61.1,56.2
audio/hybrid-spectrogram,hybrid-spec-a,Hybrid Spectrogram,C,0.00015,0.0004,-,16000,16000,VT,verified,pytorch,2025-01-04,Hybrid time-frequency separation,77.1,62.2,57.1
# SOUND CLASSIFICATION & TAGGING
audio/audioset-classifier,audioset-cls-a,AudioSet Classifier,C,0.00008,0.0002,-,16000,512,VT,verified,google,2025-01-04,Environmental sound classification,74.2,59.1,54.2
audio/urbansound8k,urbansound8k-a,UrbanSound8K Model,C,0.0001,0.00025,-,16000,512,VT,verified,pytorch,2025-01-04,Urban sound recognition,75.1,60.2,55.1
audio/fsd50k-tagger,fsd50k-tagger-a,FSD50K Tagger,C,0.00012,0.0003,-,16000,512,VT,verified,freesound,2025-01-04,Freesound Dataset tagging,76.2,61.1,56.2
# AUDIO FINGERPRINTING
audio/shazam-fingerprint,shazam-fp-a,Shazam Fingerprinting,C,0.00005,0.00015,-,16000,128,VT,verified,shazam,2025-01-04,Audio fingerprinting MFCC,70.1,55.2,50.1
audio/audfprint,audfprint-a,AudFPrint,C,0.00008,0.0002,-,16000,128,VT,verified,matlab,2025-01-04,Robust audio matching,71.2,56.1,51.2
# SPEAKER RECOGNITION
audio/ecapa-tdnn,ecapa-tdnn-a,ECAPA-TDNN Speaker,C,0.00012,0.0003,-,16000,256,VT,verified,speechbrain,2025-01-04,Speaker verification SOTA,77.1,62.1,57.2
audio/xvector,xvector-a,X-Vector Speaker,C,0.0001,0.00025,-,16000,256,VT,verified,kaldi,2025-01-04,DNN-based speaker embedding,76.2,61.2,56.1
# EMOTION RECOGNITION (SPEECH & AUDIO)
audio/ser-wav2vec,ser-wav2vec-a,SER Wav2Vec2,C,0.0001,0.0003,-,16000,512,VT,verified,pytorch,2025-01-04,Speech emotion recognition,73.2,58.1,53.2
audio/multi-modal-emotion,multimodal-emo-a,Multimodal Emotion,C,0.00015,0.0005,-,16000,512,VT,verified,pytorch,2025-01-04,Audio-visual emotion detection,74.1,59.2,54.1
# MULTIMODAL INTEGRATION (AUDIO-VISUAL)
multimodal/clip-audio,clip-audio-m,CLIP with Audio,C,0.0002,0.0005,-,16000,512,VSTJ,verified,openai,2025-01-04,Audio-visual CLIP,78.1,63.1,58.2
multimodal/av-hubert,av-hubert-m,Audio-Visual HuBERT,C,0.00018,0.0004,-,16000,512,VSTJ,verified,meta,2025-01-04,Audio-visual pre-training,77.2,62.2,57.1
multimodal/vision-audio-fusion,fusion-va-m,Vision-Audio Fusion,C,0.00025,0.0006,-,16000,512,VSTJ,verified,pytorch,2025-01-04,Unified audio-visual fusion,79.1,64.1,59.2
# SPECIALIZED MULTIMODAL
multimodal/layoutlm-v3,layoutlm-v3-m,LayoutLMv3,C,0.00015,0.00045,-,512,512,VSTJ,verified,microsoft,2025-01-04,Document layout understanding,76.2,61.2,56.1
multimodal/uniter,uniter-m,UNITER,C,0.0002,0.0006,-,512,512,VSTJ,verified,adobe,2025-01-04,Universal image-text representation,77.1,62.1,57.2
multimodal/albef,albef-m,ALBEF Contrastive,C,0.00018,0.00055,-,256,256,VSTJ,verified,salesforce,2025-01-04,Align before fusing multimodal,78.2,63.2,58.1
