id,alias,name,status,input_price,output_price,cache_input_price,context_window,max_output,capabilities,quality,source,updated,description,mmlu_score,humaneval_score,math_score
openai/gpt-5.2-chat,gpt-5.2-chat,OpenAI: GPT-5.2 Chat,C,0.00000175,0.00001400,-,128000,16384,JSTV,verified,openrouter,2025-12-10,"GPT-5.2 Chat (AKA Instant) is the fast, lightweight member of the 5.2 family, optimized for low-late",-,-,-
openai/gpt-5.2-pro,gpt-5.2-pro,OpenAI: GPT-5.2 Pro,C,0.00002100,0.00016800,-,400000,128000,JKSTV,verified,openrouter,2025-12-10,"GPT-5.2 Pro is OpenAI’s most advanced model, offering major improvements in agentic coding and long ",-,-,-
openai/gpt-5.2,gpt-5.2,OpenAI: GPT-5.2,C,0.00000175,0.00001400,-,400000,128000,JKSTV,verified,openrouter,2025-12-10,"GPT-5.2 is the latest frontier-grade model in the GPT-5 series, offering stronger agentic and long c",-,-,-
mistralai/devstral-2512:free,devstral-2512:free,Mistral: Devstral 2 2512 (free),C,-,-,-,262144,65536,JST,verified,openrouter,2025-12-09,Devstral 2 is a state-of-the-art open-source model by Mistral AI specializing in agentic coding. It ,-,-,-
mistralai/devstral-2512,devstral-2512,Mistral: Devstral 2 2512,C,0.00000005,0.00000022,-,262144,65536,JST,verified,openrouter,2025-12-09,Devstral 2 is a state-of-the-art open-source model by Mistral AI specializing in agentic coding. It ,-,-,-
relace/relace-search,relace-search,Relace: Relace Search,C,0.00000100,0.00000300,-,256000,128000,T,verified,openrouter,2025-12-08,The relace-search model uses 4-12 `view_file` and `grep` tools in parallel to explore a codebase and,-,-,-
z-ai/glm-4.6v,glm-4.6v,Z.AI: GLM 4.6V,C,0.00000030,0.00000090,-,131072,24000,JKSTV,verified,openrouter,2025-12-08,GLM-4.6V is a large multimodal model designed for high-fidelity visual understanding and long-contex,-,-,-
nex-agi/deepseek-v3.1-nex-n1:free,deepseek-v3.1-nex-n1,Nex AGI: DeepSeek V3.1 Nex N1 (free),C,-,-,-,131072,163840,JST,verified,openrouter,2025-12-08,DeepSeek V3.1 Nex-N1 is the flagship release of the Nex-N1 series — a post-trained model designed to,-,-,-
essentialai/rnj-1-instruct,rnj-1-instruct,EssentialAI: Rnj 1 Instruct,C,0.00000015,0.00000015,-,32768,8192,JS,verified,openrouter,2025-12-07,"Rnj-1 is an 8B-parameter, dense, open-weight model family developed by Essential AI and trained from",-,-,-
openrouter/bodybuilder,bodybuilder,Body Builder (beta),C,-,-,-,128000,32000,-,verified,openrouter,2025-12-04,Transform your natural language requests into structured OpenRouter API request objects. Describe wh,-,-,-
openai/gpt-5.1-codex-max,gpt-5.1-codex-max,OpenAI: GPT-5.1-Codex-Max,C,0.00000125,0.00001000,-,400000,128000,JKSTV,verified,openrouter,2025-12-04,"GPT-5.1-Codex-Max is OpenAI’s latest agentic coding model, designed for long-running, high-context s",-,-,-
amazon/nova-2-lite-v1,nova-2-lite-v1,Amazon: Nova 2 Lite,C,0.00000030,0.00000250,-,1000000,65535,KTV,verified,openrouter,2025-12-02,"Nova 2 Lite is a fast, cost-effective reasoning model for everyday workloads that can process text, ",-,-,-
mistralai/ministral-14b-2512,ministral-14b-2512,Mistral: Ministral 3 14B 2512,C,0.00000020,0.00000020,-,262144,65536,JSTV,verified,openrouter,2025-12-02,"The largest model in the Ministral 3 family, Ministral 3 14B offers frontier capabilities and perfor",-,-,-
mistralai/ministral-8b-2512,ministral-8b-2512,Mistral: Ministral 3 8B 2512,C,0.00000015,0.00000015,-,262144,65536,JSTV,verified,openrouter,2025-12-02,"A balanced model in the Ministral 3 family, Ministral 3 8B is a powerful, efficient tiny language mo",-,-,-
mistralai/ministral-3b-2512,ministral-3b-2512,Mistral: Ministral 3 3B 2512,C,0.00000010,0.00000010,-,131072,32768,JSTV,verified,openrouter,2025-12-02,"The smallest model in the Ministral 3 family, Ministral 3 3B is a powerful, efficient tiny language ",-,-,-
mistralai/mistral-large-2512,mistral-large-2512,Mistral: Mistral Large 3 2512,C,0.00000050,0.00000150,-,262144,65536,JSTV,verified,openrouter,2025-12-01,"Mistral Large 3 2512 is Mistral’s most capable model to date, featuring a sparse mixture-of-experts ",-,-,-
arcee-ai/trinity-mini:free,trinity-mini:free,Arcee AI: Trinity Mini (free),C,-,-,-,131072,32768,JKST,verified,openrouter,2025-12-01,Trinity Mini is a 26B-parameter (3B active) sparse mixture-of-experts language model featuring 128 e,-,-,-
arcee-ai/trinity-mini,trinity-mini,Arcee AI: Trinity Mini,C,0.00000004,0.00000015,-,131072,131072,JKST,verified,openrouter,2025-12-01,Trinity Mini is a 26B-parameter (3B active) sparse mixture-of-experts language model featuring 128 e,-,-,-
deepseek/deepseek-v3.2-speciale,deepseek-v3.2-specia,DeepSeek: DeepSeek V3.2 Speciale,C,0.00000027,0.00000041,-,163840,65536,JKS,verified,openrouter,2025-12-01,DeepSeek-V3.2-Speciale is a high-compute variant of DeepSeek-V3.2 optimized for maximum reasoning an,-,-,-
deepseek/deepseek-v3.2,deepseek-v3.2,DeepSeek: DeepSeek V3.2,C,0.00000025,0.00000038,-,163840,65536,JKST,verified,openrouter,2025-12-01,DeepSeek-V3.2 is a large language model designed to harmonize high computational efficiency with str,-,-,-
prime-intellect/intellect-3,intellect-3,Prime Intellect: INTELLECT-3,C,0.00000020,0.00000110,-,131072,131072,JKST,verified,openrouter,2025-11-26,INTELLECT-3 is a 106B-parameter Mixture-of-Experts model (12B active) post-trained from GLM-4.5-Air-,-,-,-
tngtech/tng-r1t-chimera:free,tng-r1t-chimera:free,TNG: R1T Chimera (free),C,-,-,-,163840,163840,JKST,verified,openrouter,2025-11-26,TNG-R1T-Chimera is an experimental LLM with a faible for creative storytelling and character interac,-,-,-
tngtech/tng-r1t-chimera,tng-r1t-chimera,TNG: R1T Chimera,C,0.00000025,0.00000085,-,163840,65536,JKST,verified,openrouter,2025-11-26,TNG-R1T-Chimera is an experimental LLM with a faible for creative storytelling and character interac,-,-,-
anthropic/claude-opus-4.5,claude-opus-4.5,Anthropic: Claude Opus 4.5,C,0.00000500,0.00002500,-,200000,32000,JKSTV,verified,openrouter,2025-11-24,"Claude Opus 4.5 is Anthropic’s frontier reasoning model optimized for complex software engineering, ",-,-,-
allenai/olmo-3-32b-think:free,olmo-3-32b-think:fre,AllenAI: Olmo 3 32B Think (free),C,-,-,-,65536,65536,JKS,verified,openrouter,2025-11-21,"Olmo 3 32B Think is a large-scale, 32-billion-parameter model purpose-built for deep reasoning, comp",-,-,-
allenai/olmo-3-7b-instruct,olmo-3-7b-instruct,AllenAI: Olmo 3 7B Instruct,C,0.00000010,0.00000020,-,65536,65536,JST,verified,openrouter,2025-11-21,"Olmo 3 7B Instruct is a supervised instruction-fine-tuned variant of the Olmo 3 7B base model, optim",-,-,-
allenai/olmo-3-7b-think,olmo-3-7b-think,AllenAI: Olmo 3 7B Think,C,0.00000012,0.00000020,-,65536,65536,JKS,verified,openrouter,2025-11-21,Olmo 3 7B Think is a research-oriented language model in the Olmo family designed for advanced reaso,-,-,-
google/gemini-3-pro-image-preview,gemini-3-pro-image-p,Google: Nano Banana Pro (Gemini 3 Pro Image Preview),C,0.00000200,0.00001200,-,65536,32768,JKSV,verified,openrouter,2025-11-20,"Nano Banana Pro is Google’s most advanced image-generation and editing model, built on Gemini 3 Pro.",-,-,-
x-ai/grok-4.1-fast,grok-4.1-fast,xAI: Grok 4.1 Fast,C,0.00000020,0.00000050,-,2000000,30000,JKSTV,verified,openrouter,2025-11-19,Grok 4.1 Fast is xAI's best agentic tool calling model that shines in real-world use cases like cust,-,-,-
google/gemini-3-pro-preview,gemini-3-pro-preview,Google: Gemini 3 Pro Preview,C,0.00000200,0.00001200,-,1048576,65536,JKSTV,verified,openrouter,2025-11-18,"Gemini 3 Pro is Google’s flagship frontier model for high-precision multimodal reasoning, combining ",-,-,-
deepcogito/cogito-v2.1-671b,cogito-v2.1-671b,Deep Cogito: Cogito v2.1 671B,C,0.00000125,0.00000125,-,128000,32000,JKS,verified,openrouter,2025-11-13,"Cogito v2.1 671B MoE represents one of the strongest open models globally, matching performance of f",-,-,-
openai/gpt-5.1,gpt-5.1,OpenAI: GPT-5.1,C,0.00000125,0.00001000,-,400000,128000,JKSTV,verified,openrouter,2025-11-13,"GPT-5.1 is the latest frontier-grade model in the GPT-5 series, offering stronger general-purpose re",-,-,-
openai/gpt-5.1-chat,gpt-5.1-chat,OpenAI: GPT-5.1 Chat,C,0.00000125,0.00001000,-,128000,16384,JSTV,verified,openrouter,2025-11-13,"GPT-5.1 Chat (AKA Instant is the fast, lightweight member of the 5.1 family, optimized for low-laten",-,-,-
openai/gpt-5.1-codex,gpt-5.1-codex,OpenAI: GPT-5.1-Codex,C,0.00000125,0.00001000,-,400000,128000,JKSTV,verified,openrouter,2025-11-13,GPT-5.1-Codex is a specialized version of GPT-5.1 optimized for software engineering and coding work,-,-,-
openai/gpt-5.1-codex-mini,gpt-5.1-codex-mini,OpenAI: GPT-5.1-Codex-Mini,C,0.00000025,0.00000200,-,400000,100000,JKSTV,verified,openrouter,2025-11-13,GPT-5.1-Codex-Mini is a smaller and faster version of GPT-5.1-Codex,-,-,-
kwaipilot/kat-coder-pro:free,kat-coder-pro:free,Kwaipilot: KAT-Coder-Pro V1 (free),C,-,-,-,256000,32768,JST,verified,openrouter,2025-11-09,KAT-Coder-Pro V1 is KwaiKAT's most advanced agentic coding model in the KAT-Coder series. Designed s,-,-,-
moonshotai/kimi-k2-thinking,kimi-k2-thinking,MoonshotAI: Kimi K2 Thinking,C,0.00000040,0.00000175,-,262144,65535,JKST,verified,openrouter,2025-11-06,"Kimi K2 Thinking is Moonshot AI’s most advanced open reasoning model to date, extending the K2 serie",-,-,-
amazon/nova-premier-v1,nova-premier-v1,Amazon: Nova Premier 1.0,C,0.00000250,0.00001250,-,1000000,32000,TV,verified,openrouter,2025-10-31,Amazon Nova Premier is the most capable of Amazon’s multimodal models for complex reasoning tasks an,-,-,-
perplexity/sonar-pro-search,sonar-pro-search,Perplexity: Sonar Pro Search,C,0.00000300,0.00001500,-,200000,8000,JKSV,verified,openrouter,2025-10-30,"Exclusively available on the OpenRouter API, Sonar Pro's new Pro Search mode is Perplexity's most ad",-,-,-
mistralai/voxtral-small-24b-2507,voxtral-small-24b-25,Mistral: Voxtral Small 24B 2507,C,0.00000010,0.00000030,-,32000,8000,JST,verified,openrouter,2025-10-30,"Voxtral Small is an enhancement of Mistral Small 3, incorporating state-of-the-art audio input capab",-,-,-
openai/gpt-oss-safeguard-20b,gpt-oss-safeguard-20,OpenAI: gpt-oss-safeguard-20b,C,0.00000007,0.00000030,-,131072,65536,JKT,verified,openrouter,2025-10-29,gpt-oss-safeguard-20b is a safety reasoning model from OpenAI built upon gpt-oss-20b. This open-weig,-,-,-
nvidia/nemotron-nano-12b-v2-vl:free,nemotron-nano-12b-v2,NVIDIA: Nemotron Nano 12B 2 VL (free),C,-,-,-,128000,128000,KTV,verified,openrouter,2025-10-28,NVIDIA Nemotron Nano 2 VL is a 12-billion-parameter open multimodal reasoning model designed for vid,-,-,-
nvidia/nemotron-nano-12b-v2-vl,nemotron-nano-12b-v2,NVIDIA: Nemotron Nano 12B 2 VL,C,0.00000020,0.00000060,-,131072,32768,JKV,verified,openrouter,2025-10-28,NVIDIA Nemotron Nano 2 VL is a 12-billion-parameter open multimodal reasoning model designed for vid,-,-,-
minimax/minimax-m2,minimax-m2,MiniMax: MiniMax M2,C,0.00000020,0.00000100,-,196608,65536,JKST,verified,openrouter,2025-10-23,"MiniMax-M2 is a compact, high-efficiency large language model optimized for end-to-end coding and ag",-,-,-
qwen/qwen3-vl-32b-instruct,qwen3-vl-32b-instruc,Qwen: Qwen3 VL 32B Instruct,C,0.00000050,0.00000150,-,262144,65536,JSV,verified,openrouter,2025-10-23,Qwen3-VL-32B-Instruct is a large-scale multimodal vision-language model designed for high-precision ,-,-,-
liquid/lfm2-8b-a1b,lfm2-8b-a1b,LiquidAI/LFM2-8B-A1B,C,0.00000005,0.00000010,-,32768,8192,-,verified,openrouter,2025-10-20,Model created via inbox interface,-,-,-
liquid/lfm-2.2-6b,lfm-2.2-6b,LiquidAI/LFM2-2.6B,C,0.00000005,0.00000010,-,32768,8192,-,verified,openrouter,2025-10-20,"LFM2 is a new generation of hybrid models developed by Liquid AI, specifically designed for edge AI ",-,-,-
ibm-granite/granite-4.0-h-micro,granite-4.0-h-micro,IBM: Granite 4.0 Micro,C,0.00000002,0.00000011,-,131000,32750,-,verified,openrouter,2025-10-19,Granite-4.0-H-Micro is a 3B parameter from the Granite 4 family of models. These models are the late,-,-,-
deepcogito/cogito-v2-preview-llama-405b,cogito-v2-preview-ll,Deep Cogito: Cogito V2 Preview Llama 405B,C,0.00000350,0.00000350,-,32768,8192,JKST,verified,openrouter,2025-10-17,Cogito v2 405B is a dense hybrid reasoning model that combines direct answering capabilities with ad,-,-,-
openai/gpt-5-image-mini,gpt-5-image-mini,OpenAI: GPT-5 Image Mini,C,0.00000250,0.00000200,-,400000,128000,JKSTV,verified,openrouter,2025-10-16,"GPT-5 Image Mini combines OpenAI's advanced language capabilities, powered by [GPT-5 Mini](https://o",-,-,-
anthropic/claude-haiku-4.5,claude-haiku-4.5,Anthropic: Claude Haiku 4.5,C,0.00000100,0.00000500,-,200000,64000,KTV,verified,openrouter,2025-10-15,"Claude Haiku 4.5 is Anthropic’s fastest and most efficient model, delivering near-frontier intellige",-,-,-
qwen/qwen3-vl-8b-thinking,qwen3-vl-8b-thinking,Qwen: Qwen3 VL 8B Thinking,C,0.00000018,0.00000210,-,256000,32768,JKSTV,verified,openrouter,2025-10-14,"Qwen3-VL-8B-Thinking is the reasoning-optimized variant of the Qwen3-VL-8B multimodal model, designe",-,-,-
qwen/qwen3-vl-8b-instruct,qwen3-vl-8b-instruct,Qwen: Qwen3 VL 8B Instruct,C,0.00000008,0.00000050,-,131072,32768,JSTV,verified,openrouter,2025-10-14,"Qwen3-VL-8B-Instruct is a multimodal vision-language model from the Qwen3-VL series, built for high-",-,-,-
openai/gpt-5-image,gpt-5-image,OpenAI: GPT-5 Image,C,0.00001000,0.00001000,-,400000,128000,JKSTV,verified,openrouter,2025-10-14,[GPT-5](https://openrouter.ai/openai/gpt-5) Image combines OpenAI's GPT-5 model with state-of-the-ar,-,-,-
openai/o3-deep-research,o3-deep-research,OpenAI: o3 Deep Research,C,0.00001000,0.00004000,-,200000,100000,JKSTV,verified,openrouter,2025-10-10,"o3-deep-research is OpenAI's advanced model for deep research, designed to tackle complex, multi-ste",-,-,-
openai/o4-mini-deep-research,o4-mini-deep-researc,OpenAI: o4 Mini Deep Research,C,0.00000200,0.00000800,-,200000,100000,JKSTV,verified,openrouter,2025-10-10,"o4-mini-deep-research is OpenAI's faster, more affordable deep research model—ideal for tackling com",-,-,-
nvidia/llama-3.3-nemotron-super-49b-v1.5,llama-3.3-nemotron-s,NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,C,0.00000010,0.00000040,-,131072,32768,JKT,verified,openrouter,2025-10-10,"Llama-3.3-Nemotron-Super-49B-v1.5 is a 49B-parameter, English-centric reasoning/chat model derived f",-,-,-
baidu/ernie-4.5-21b-a3b-thinking,ernie-4.5-21b-a3b-th,Baidu: ERNIE 4.5 21B A3B Thinking,C,0.00000007,0.00000028,-,131072,65536,K,verified,openrouter,2025-10-09,"ERNIE-4.5-21B-A3B-Thinking is Baidu's upgraded lightweight MoE model, refined to boost reasoning dep",-,-,-
google/gemini-2.5-flash-image,gemini-2.5-flash-ima,Google: Gemini 2.5 Flash Image (Nano Banana),C,0.00000030,0.00000250,-,32768,32768,JSV,verified,openrouter,2025-10-07,"Gemini 2.5 Flash Image, a.k.a. ""Nano Banana,"" is now generally available. It is a state of the art i",-,-,-
qwen/qwen3-vl-30b-a3b-thinking,qwen3-vl-30b-a3b-thi,Qwen: Qwen3 VL 30B A3B Thinking,C,0.00000020,0.00000100,-,131072,32768,JKSTV,verified,openrouter,2025-10-06,Qwen3-VL-30B-A3B-Thinking is a multimodal model that unifies strong text generation with visual unde,-,-,-
qwen/qwen3-vl-30b-a3b-instruct,qwen3-vl-30b-a3b-ins,Qwen: Qwen3 VL 30B A3B Instruct,C,0.00000015,0.00000060,-,262144,65536,JSTV,verified,openrouter,2025-10-06,Qwen3-VL-30B-A3B-Instruct is a multimodal model that unifies strong text generation with visual unde,-,-,-
openai/gpt-5-pro,gpt-5-pro,OpenAI: GPT-5 Pro,C,0.00001500,0.00012000,-,400000,128000,JKSTV,verified,openrouter,2025-10-06,"GPT-5 Pro is OpenAI’s most advanced model, offering major improvements in reasoning, code quality, a",-,-,-
z-ai/glm-4.6,glm-4.6,Z.AI: GLM 4.6,C,0.00000035,0.00000150,-,202752,65536,JKST,verified,openrouter,2025-09-30,"Compared with GLM-4.5, this generation brings several key improvements:

Longer context window: The ",-,-,-
z-ai/glm-4.6:exacto,glm-4.6:exacto,Z.AI: GLM 4.6 (exacto),C,0.00000044,0.00000176,-,204800,131072,JKST,verified,openrouter,2025-09-30,"Compared with GLM-4.5, this generation brings several key improvements:

Longer context window: The ",-,-,-
anthropic/claude-sonnet-4.5,claude-sonnet-4.5,Anthropic: Claude Sonnet 4.5,C,0.00000300,0.00001500,-,1000000,64000,JKSTV,verified,openrouter,2025-09-29,"Claude Sonnet 4.5 is Anthropic’s most advanced Sonnet model to date, optimized for real-world agents",-,-,-
deepseek/deepseek-v3.2-exp,deepseek-v3.2-exp,DeepSeek: DeepSeek V3.2 Exp,C,0.00000021,0.00000032,-,163840,65536,JKST,verified,openrouter,2025-09-29,DeepSeek-V3.2-Exp is an experimental large language model released by DeepSeek as an intermediate st,-,-,-
thedrummer/cydonia-24b-v4.1,cydonia-24b-v4.1,TheDrummer: Cydonia 24B V4.1,C,0.00000030,0.00000050,-,131072,131072,JS,verified,openrouter,2025-09-26,"Uncensored and creative writing model based on Mistral Small 3.2 24B with good recall, prompt adhere",-,-,-
relace/relace-apply-3,relace-apply-3,Relace: Relace Apply 3,C,0.00000085,0.00000125,-,256000,128000,-,verified,openrouter,2025-09-26,Relace Apply 3 is a specialized code-patching LLM that merges AI-suggested edits straight into your ,-,-,-
google/gemini-2.5-flash-preview-09-2025,gemini-2.5-flash-pre,Google: Gemini 2.5 Flash Preview 09-2025,C,0.00000030,0.00000250,-,1048576,65536,JKSTV,verified,openrouter,2025-09-25,"Gemini 2.5 Flash Preview September 2025 Checkpoint is Google's state-of-the-art workhorse model, spe",-,-,-
google/gemini-2.5-flash-lite-preview-09-2025,gemini-2.5-flash-lit,Google: Gemini 2.5 Flash Lite Preview 09-2025,C,0.00000010,0.00000040,-,1048576,65536,JKSTV,verified,openrouter,2025-09-25,"Gemini 2.5 Flash-Lite is a lightweight reasoning model in the Gemini 2.5 family, optimized for ultra",-,-,-
qwen/qwen3-vl-235b-a22b-thinking,qwen3-vl-235b-a22b-t,Qwen: Qwen3 VL 235B A22B Thinking,C,0.00000030,0.00000120,-,262144,262144,JKSTV,verified,openrouter,2025-09-23,Qwen3-VL-235B-A22B Thinking is a multimodal model that unifies strong text generation with visual un,-,-,-
qwen/qwen3-vl-235b-a22b-instruct,qwen3-vl-235b-a22b-i,Qwen: Qwen3 VL 235B A22B Instruct,C,0.00000020,0.00000120,-,262144,65536,JSTV,verified,openrouter,2025-09-23,Qwen3-VL-235B-A22B Instruct is an open-weight multimodal model that unifies strong text generation w,-,-,-
qwen/qwen3-max,qwen3-max,Qwen: Qwen3 Max,C,0.00000120,0.00000600,-,256000,32768,JT,verified,openrouter,2025-09-23,"Qwen3-Max is an updated release built on the Qwen3 series, offering major improvements in reasoning,",-,-,-
qwen/qwen3-coder-plus,qwen3-coder-plus,Qwen: Qwen3 Coder Plus,C,0.00000100,0.00000500,-,128000,65536,JST,verified,openrouter,2025-09-23,Qwen3 Coder Plus is Alibaba's proprietary version of the Open Source Qwen3 Coder 480B A35B. It is a ,-,-,-
openai/gpt-5-codex,gpt-5-codex,OpenAI: GPT-5 Codex,C,0.00000125,0.00001000,-,400000,128000,JKSTV,verified,openrouter,2025-09-23,GPT-5-Codex is a specialized version of GPT-5 optimized for software engineering and coding workflow,-,-,-
deepseek/deepseek-v3.1-terminus:exacto,deepseek-v3.1-termin,DeepSeek: DeepSeek V3.1 Terminus (exacto),C,0.00000021,0.00000079,-,163840,40960,JKST,verified,openrouter,2025-09-22,DeepSeek-V3.1 Terminus is an update to [DeepSeek V3.1](/deepseek/deepseek-chat-v3.1) that maintains ,-,-,-
deepseek/deepseek-v3.1-terminus,deepseek-v3.1-termin,DeepSeek: DeepSeek V3.1 Terminus,C,0.00000021,0.00000079,-,163840,40960,JKST,verified,openrouter,2025-09-22,DeepSeek-V3.1 Terminus is an update to [DeepSeek V3.1](/deepseek/deepseek-chat-v3.1) that maintains ,-,-,-
x-ai/grok-4-fast,grok-4-fast,xAI: Grok 4 Fast,C,0.00000020,0.00000050,-,2000000,30000,JKSTV,verified,openrouter,2025-09-18,Grok 4 Fast is xAI's latest multimodal model with SOTA cost-efficiency and a 2M token context window,-,-,-
alibaba/tongyi-deepresearch-30b-a3b:free,tongyi-deepresearch-,Tongyi DeepResearch 30B A3B (free),C,-,-,-,131072,131072,JKST,verified,openrouter,2025-09-18,"Tongyi DeepResearch is an agentic large language model developed by Tongyi Lab, with 30 billion tota",-,-,-
alibaba/tongyi-deepresearch-30b-a3b,tongyi-deepresearch-,Tongyi DeepResearch 30B A3B,C,0.00000009,0.00000040,-,131072,131072,JKST,verified,openrouter,2025-09-18,"Tongyi DeepResearch is an agentic large language model developed by Tongyi Lab, with 30 billion tota",-,-,-
qwen/qwen3-coder-flash,qwen3-coder-flash,Qwen: Qwen3 Coder Flash,C,0.00000030,0.00000150,-,128000,65536,JT,verified,openrouter,2025-09-17,Qwen3 Coder Flash is Alibaba's fast and cost efficient version of their proprietary Qwen3 Coder Plus,-,-,-
opengvlab/internvl3-78b,internvl3-78b,OpenGVLab: InternVL3 78B,C,0.00000010,0.00000039,-,32768,32768,JSV,verified,openrouter,2025-09-15,The InternVL3 series is an advanced multimodal large language model (MLLM). Compared to InternVL 2.5,-,-,-
qwen/qwen3-next-80b-a3b-thinking,qwen3-next-80b-a3b-t,Qwen: Qwen3 Next 80B A3B Thinking,C,0.00000015,0.00000120,-,262144,262144,JKST,verified,openrouter,2025-09-11,Qwen3-Next-80B-A3B-Thinking is a reasoning-first chat model in the Qwen3-Next line that outputs stru,-,-,-
qwen/qwen3-next-80b-a3b-instruct,qwen3-next-80b-a3b-i,Qwen: Qwen3 Next 80B A3B Instruct,C,0.00000006,0.00000060,-,262144,65536,JST,verified,openrouter,2025-09-11,Qwen3-Next-80B-A3B-Instruct is an instruction-tuned chat model in the Qwen3-Next series optimized fo,-,-,-
meituan/longcat-flash-chat,longcat-flash-chat,Meituan: LongCat Flash Chat,C,0.00000020,0.00000080,-,131072,131072,-,verified,openrouter,2025-09-09,"LongCat-Flash-Chat is a large-scale Mixture-of-Experts (MoE) model with 560B total parameters, of wh",-,-,-
qwen/qwen-plus-2025-07-28,qwen-plus-2025-07-28,Qwen: Qwen Plus 0728,C,0.00000040,0.00000120,-,1000000,32768,JST,verified,openrouter,2025-09-08,"Qwen Plus 0728, based on the Qwen3 foundation model, is a 1 million context hybrid reasoning model w",-,-,-
qwen/qwen-plus-2025-07-28:thinking,qwen-plus-2025-07-28,Qwen: Qwen Plus 0728 (thinking),C,0.00000040,0.00000400,-,1000000,32768,JKST,verified,openrouter,2025-09-08,"Qwen Plus 0728, based on the Qwen3 foundation model, is a 1 million context hybrid reasoning model w",-,-,-
nvidia/nemotron-nano-9b-v2:free,nemotron-nano-9b-v2:,NVIDIA: Nemotron Nano 9B V2 (free),C,-,-,-,128000,32000,JKST,verified,openrouter,2025-09-05,"NVIDIA-Nemotron-Nano-9B-v2 is a large language model (LLM) trained from scratch by NVIDIA, and desig",-,-,-
nvidia/nemotron-nano-9b-v2,nemotron-nano-9b-v2,NVIDIA: Nemotron Nano 9B V2,C,0.00000004,0.00000016,-,131072,32768,JKT,verified,openrouter,2025-09-05,"NVIDIA-Nemotron-Nano-9B-v2 is a large language model (LLM) trained from scratch by NVIDIA, and desig",-,-,-
moonshotai/kimi-k2-0905,kimi-k2-0905,MoonshotAI: Kimi K2 0905,C,0.00000039,0.00000190,-,262144,262144,JST,verified,openrouter,2025-09-04,Kimi K2 0905 is the September update of [Kimi K2 0711](moonshotai/kimi-k2). It is a large-scale Mixt,-,-,-
moonshotai/kimi-k2-0905:exacto,kimi-k2-0905:exacto,MoonshotAI: Kimi K2 0905 (exacto),C,0.00000060,0.00000250,-,262144,65536,JST,verified,openrouter,2025-09-04,Kimi K2 0905 is the September update of [Kimi K2 0711](moonshotai/kimi-k2). It is a large-scale Mixt,-,-,-
