id,alias,name,status,input_price,output_price,cache_input_price,context_window,max_output,capabilities,quality,source,updated,description,mmlu_score,humaneval_score,math_score
bedrock/google.gemma-7b-it-v1:0,gemma-7b,Google Gemma 7B IT,L,0.07,0.14,-,8192,8192,-,verified,bedrock,2026-01-04,Legacy Gemma instruction,-,-,-
bedrock/luma.ray-v2:0,luma-ray-v2,Luma Ray V2,C,0.65,-,-,0,0,D,verified,bedrock,2026-01-04,Fast video generation,-,-,-
bedrock/meta.llama4-maverick-17b-instruct-v1:0,llama-4-maverick,Llama 4 Maverick 17B,C,0.22,0.88,-,128000,8192,SVTJ,verified,bedrock,2026-01-04,Llama 4 multimodal specialist,-,-,-
bedrock/meta.llama4-scout-17b-instruct-v1:0,llama-4-scout,Llama 4 Scout 17B,C,0.17,0.68,-,1000000,8192,SVTJ,verified,bedrock,2026-01-04,Llama 4 long context,-,-,-
bedrock/meta.llama3-3-70b-instruct-v1:0,llama-3-3-70b,Llama 3.3 70B Instruct,C,0.72,0.72,-,128000,8192,TJS,verified,bedrock,2026-01-04,Llama 3.3 flagship,-,-,-
bedrock/meta.llama3-2-90b-instruct-v1:0,llama-3-2-90b-vision,Llama 3.2 90B Vision,C,2.00,2.00,-,128000,4096,SVTJ,verified,bedrock,2026-01-04,Llama 3.2 large vision,-,-,-
bedrock/meta.llama3-2-11b-instruct-v1:0,llama-3-2-11b-vision,Llama 3.2 11B Vision,C,0.16,0.16,-,128000,4096,SVTJ,verified,bedrock,2026-01-04,Llama 3.2 small vision,-,-,-
bedrock/meta.llama3-2-3b-instruct-v1:0,llama-3-2-3b,Llama 3.2 3B Instruct,C,0.15,0.15,-,128000,4096,TJ,verified,bedrock,2026-01-04,Llama 3.2 tiny,-,-,-
bedrock/meta.llama3-2-1b-instruct-v1:0,llama-3-2-1b,Llama 3.2 1B Instruct,C,0.10,0.10,-,128000,4096,-,verified,bedrock,2026-01-04,Llama 3.2 smallest,-,-,-
bedrock/meta.llama3-1-405b-instruct-v1:0,llama-3-1-405b,Llama 3.1 405B Instruct,C,5.32,16.00,-,128000,8192,TJS,verified,bedrock,2026-01-04,Llama 3.1 largest,-,-,-
bedrock/meta.llama3-1-70b-instruct-v1:0,llama-3-1-70b,Llama 3.1 70B Instruct,C,0.72,0.72,-,128000,8192,TJS,verified,bedrock,2026-01-04,Llama 3.1 large,-,-,-
bedrock/meta.llama3-1-8b-instruct-v1:0,llama-3-1-8b,Llama 3.1 8B Instruct,C,0.22,0.22,-,128000,8192,TJ,verified,bedrock,2026-01-04,Llama 3.1 small,-,-,-
bedrock/meta.llama3-70b-instruct-v1:0,llama-3-70b,Llama 3 70B Instruct,L,2.65,3.50,-,8192,2048,TJ,verified,bedrock,2026-01-04,Legacy Llama 3 large,-,-,-
bedrock/meta.llama3-8b-instruct-v1:0,llama-3-8b,Llama 3 8B Instruct,L,0.30,0.60,-,8192,2048,-,verified,bedrock,2026-01-04,Legacy Llama 3 small,-,-,-
bedrock/meta.llama2-70b-chat-v1,llama-2-70b,Llama 2 70B Chat,L,1.95,2.56,-,4096,2048,-,verified,bedrock,2026-01-04,Legacy Llama 2,-,-,-
bedrock/meta.llama2-13b-chat-v1,llama-2-13b,Llama 2 13B Chat,L,0.75,1.00,-,4096,2048,-,verified,bedrock,2026-01-04,Legacy Llama 2 small,-,-,-
bedrock/minimax.minimax-m2-v1:0,minimax-m2,MiniMax M2,C,0.80,3.20,-,128000,8192,TJ,verified,bedrock,2026-01-04,MiniMax flagship model,-,-,-
bedrock/mistral.mistral-large-2411-v1:0,mistral-large-2411,Mistral Large 24.11,C,2.00,6.00,-,128000,8192,VTJS,verified,bedrock,2026-01-04,Latest Mistral Large,-,-,-
bedrock/mistral.mistral-large-2407-v1:0,mistral-large-2407,Mistral Large 24.07,C,2.00,6.00,-,128000,8192,TJS,verified,bedrock,2026-01-04,Mistral Large previous,-,-,-
bedrock/mistral.pixtral-large-2502-v1:0,pixtral-large,Pixtral Large 25.02,C,2.00,6.00,-,128000,8192,SVTJS,verified,bedrock,2026-01-04,Mistral multimodal flagship,-,-,-
bedrock/mistral.pixtral-12b-2409-v1:0,pixtral-12b,Pixtral 12B,C,0.15,0.15,-,128000,8192,SVT,verified,bedrock,2026-01-04,Mistral small multimodal,-,-,-
bedrock/mistral.ministral-8b-2410-v1:0,ministral-8b,Ministral 8B,C,0.10,0.10,-,128000,8192,TJ,verified,bedrock,2026-01-04,Mistral efficient edge model,-,-,-
bedrock/mistral.ministral-3b-2410-v1:0,ministral-3b,Ministral 3B,C,0.04,0.04,-,128000,8192,-,verified,bedrock,2026-01-04,Mistral tiny edge model,-,-,-
bedrock/mistral.mistral-small-2409-v1:0,mistral-small-2409,Mistral Small 24.09,C,0.10,0.30,-,32000,8192,TJ,verified,bedrock,2026-01-04,Cost-effective Mistral,-,-,-
bedrock/mistral.codestral-2501-v1:0,codestral-2501,Codestral 25.01,C,0.30,0.90,-,256000,16384,TJ,verified,bedrock,2026-01-04,Code-specialized Mistral,-,-,-
bedrock/mistral.voxtral-mini-3b-v1:0,voxtral-mini,Voxtral Mini 3B,C,0.05,0.05,-,32000,8192,A,verified,bedrock,2026-01-04,Mistral speech model,-,-,-
bedrock/mistral.mistral-7b-instruct-v0:2,mistral-7b,Mistral 7B Instruct,L,0.15,0.20,-,32000,8192,-,verified,bedrock,2026-01-04,Legacy Mistral 7B,-,-,-
bedrock/mistral.mixtral-8x7b-instruct-v0:1,mixtral-8x7b,Mixtral 8x7B Instruct,L,0.45,0.70,-,32000,8192,-,verified,bedrock,2026-01-04,Legacy Mixtral MoE,-,-,-
bedrock/moonshot.kimi-k2-thinking-v1:0,kimi-k2-thinking,Moonshot Kimi K2 Thinking,C,0.60,2.40,-,131072,16384,TJK,verified,bedrock,2026-01-04,Kimi reasoning model,-,-,-
bedrock/nvidia.nemotron-nano-8b-v1:0,nemotron-nano,NVIDIA Nemotron Nano 8B,C,0.10,0.10,-,128000,4096,TJ,verified,bedrock,2026-01-04,NVIDIA efficient model,-,-,-
bedrock/qwen.qwen3-235b-instruct-v1:0,qwen3-235b,Qwen3 235B Instruct,C,1.50,4.00,-,131072,8192,TJK,verified,bedrock,2026-01-04,Qwen3 largest model,-,-,-
bedrock/qwen.qwen3-72b-instruct-v1:0,qwen3-72b,Qwen3 72B Instruct,C,0.40,0.80,-,131072,8192,TJK,verified,bedrock,2026-01-04,Qwen3 large model,-,-,-
bedrock/qwen.qwen3-32b-instruct-v1:0,qwen3-32b,Qwen3 32B Instruct,C,0.20,0.40,-,131072,8192,TJK,verified,bedrock,2026-01-04,Qwen3 medium model,-,-,-
bedrock/qwen.qwen3-14b-instruct-v1:0,qwen3-14b,Qwen3 14B Instruct,C,0.10,0.20,-,131072,8192,TJ,verified,bedrock,2026-01-04,Qwen3 small model,-,-,-
bedrock/qwen.qwen3-8b-instruct-v1:0,qwen3-8b,Qwen3 8B Instruct,C,0.06,0.12,-,131072,8192,TJ,verified,bedrock,2026-01-04,Qwen3 efficient model,-,-,-
bedrock/qwen.qwen3-4b-instruct-v1:0,qwen3-4b,Qwen3 4B Instruct,C,0.04,0.08,-,131072,8192,-,verified,bedrock,2026-01-04,Qwen3 tiny model,-,-,-
bedrock/stability.sd3-5-large-v1:0,sd3-5-large,Stable Diffusion 3.5 Large,C,0.065,-,-,0,0,I,verified,bedrock,2026-01-04,SD3.5 large image generation,-,-,-
bedrock/stability.sd3-5-large-turbo-v1:0,sd3-5-turbo,Stable Diffusion 3.5 Turbo,C,0.04,-,-,0,0,I,verified,bedrock,2026-01-04,SD3.5 fast generation,-,-,-
bedrock/stability.sd3-large-v1:0,sd3-large,Stable Diffusion 3 Large,C,0.08,-,-,0,0,I,verified,bedrock,2026-01-04,SD3 large generation,-,-,-
bedrock/stability.sd3-medium-v1:0,sd3-medium,Stable Diffusion 3 Medium,C,0.035,-,-,0,0,I,verified,bedrock,2026-01-04,SD3 medium generation,-,-,-
bedrock/stability.stable-image-core-v1:0,stable-image-core,Stable Image Core,C,0.04,-,-,0,0,I,verified,bedrock,2026-01-04,Fast image generation,-,-,-
bedrock/stability.stable-image-ultra-v1:0,stable-image-ultra,Stable Image Ultra,C,0.14,-,-,0,0,I,verified,bedrock,2026-01-04,Highest quality images,-,-,-
bedrock/stability.sd3-5-medium-v1:0,sd3-5-medium,Stable Diffusion 3.5 Medium,C,0.025,-,-,0,0,I,verified,bedrock,2026-01-04,SD3.5 medium generation,-,-,-
bedrock/stability.stable-diffusion-xl-v1,sdxl,Stable Diffusion XL,C,0.04,-,-,0,0,I,verified,bedrock,2026-01-04,SDXL image generation,-,-,-
bedrock/stability.stable-image-edit-v1:0,stable-image-edit,Stable Image Edit,C,0.04,-,-,0,0,I,verified,bedrock,2026-01-04,Inpaint and outpaint,-,-,-
bedrock/stability.stable-image-style-v1:0,stable-image-style,Stable Image Style,C,0.04,-,-,0,0,I,verified,bedrock,2026-01-04,Style transfer,-,-,-
bedrock/stability.stable-image-control-v1:0,stable-image-control,Stable Image Control,C,0.04,-,-,0,0,I,verified,bedrock,2026-01-04,Sketch and structure to image,-,-,-
bedrock/stability.stable-image-background-v1:0,stable-image-bg,Stable Image Background,C,0.04,-,-,0,0,I,verified,bedrock,2026-01-04,Background removal/replace,-,-,-
bedrock/twelvelabs.marengo-embed-v1:0,marengo-embed,TwelveLabs Marengo Embed,C,0.025,-,-,0,1024,VE,verified,bedrock,2026-01-04,Video embeddings,-,-,-
bedrock/twelvelabs.pegasus-1-2-v1:0,pegasus-1-2,TwelveLabs Pegasus 1.2,C,0.50,1.50,-,0,4096,D,verified,bedrock,2026-01-04,Video understanding,-,-,-
bedrock/writer.palmyra-x5-v1:0,palmyra-x5,Writer Palmyra X5,C,4.00,12.00,-,128000,8192,TJS,verified,bedrock,2026-01-04,Writer latest flagship,-,-,-
bedrock/writer.palmyra-x4-v1:0,palmyra-x4,Writer Palmyra X4,C,2.00,6.00,-,128000,8192,TJS,verified,bedrock,2026-01-04,Writer previous flagship,-,-,-
