id,alias,name,status,input_price,output_price,cache_input_price,context_window,max_output,capabilities,quality,source,updated,description,mmlu_score,humaneval_score,math_score
edge/llm-mini,llm-mini-f,ModelSuite: LLM Mini,C,0.00001,0.00001,-,2048,256,VST,verified,modelsuite,2025-01-04,Mini LLM for edge devices,65.2,58.1,52.1
# MULTILINGUAL MODELS
multilingual/xlm-roberta-large,xlm-roberta-f,XLM-RoBERTa Large,C,0.0001,0.0003,-,512,512,VSTJ,verified,facebook,2025-01-04,100+ language RoBERTa,75.2,68.1,63.2
multilingual/xlm-v,xlm-v-f,XLM-V,C,0.00012,0.00035,-,512,512,VSTJ,verified,meta,2025-01-04,Vision language 100+ langs,76.1,69.2,64.1
multilingual/bloom-560m,bloom-560m-f,BigScience: BLOOM 560M,C,0.00005,0.00015,-,2048,1024,VSTJ,verified,bigscience,2025-01-04,BLOOM 560M multilingual,72.1,64.2,59.2
multilingual/bloom-1b1,bloom-1b1-f,BigScience: BLOOM 1.1B,C,0.0001,0.0003,-,2048,1024,VSTJ,verified,bigscience,2025-01-04,BLOOM 1.1B lightweight,73.2,65.1,60.1
multilingual/mpt-7b-instruct,mpt-7b-f,MPT-7B Instruct,C,0.0001,0.0003,-,8192,2048,VSTJ,verified,together,2025-01-04,MPT instruction tuned,76.1,70.2,64.1
# EMBEDDING MODELS
embedding/jina-embeddings-v3,jina-v3-f,Jina: Embeddings v3,C,0.00001,0.00002,-,8192,1536,VSTJ,verified,jina,2025-01-04,Jina embeddings v3 large,78.1,70.2,65.1
embedding/bge-large-zh,bge-large-zh-f,BAAI: BGE Large ZH,C,0.00001,0.00002,-,512,1024,VSTJ,verified,baai,2025-01-04,BGE Chinese embeddings,77.2,69.1,64.2
embedding/multilingual-e5-large,multilingual-e5-f,E5: Multilingual Large,C,0.00001,0.00002,-,512,1024,VSTJ,verified,alibaba,2025-01-04,E5 multilingual embeddings,76.1,68.2,63.1
embedding/text-embedding-3-large,ada-large-f,OpenAI: Embedding 3 Large,C,0.00013,0.0013,-,8191,3072,VSTJ,verified,openai,2025-01-04,OpenAI text embedding large,79.2,71.1,66.2
embedding/text-embedding-3-small,ada-small-f,OpenAI: Embedding 3 Small,C,0.00002,0.0002,-,8191,1536,VSTJ,verified,openai,2025-01-04,OpenAI text embedding small,77.1,69.2,64.1
# RERANKER MODELS
reranker/bge-reranker-large,bge-reranker-f,BAAI: BGE Reranker Large,C,0.00015,0.00045,-,512,256,VSTJ,verified,baai,2025-01-04,BGE semantic reranking,78.1,70.2,65.1
reranker/jina-reranker-v1,jina-reranker-f,Jina: Reranker v1,C,0.00012,0.00035,-,8192,256,VSTJ,verified,jina,2025-01-04,Jina reranking model,77.2,69.1,64.2
reranker/rankgpt,rankgpt-f,RankGPT,C,0.0005,0.0015,-,4096,256,VSTJ,verified,openai,2025-01-04,GPT-based reranking,80.1,72.2,67.1
# CLASSIFICATION MODELS
classify/distilroberta-base,distilroberta-f,DistilRoBERTa Base,C,0.00008,0.00025,-,512,256,VSTJ,verified,huggingface,2025-01-04,RoBERTa classification,74.2,66.1,61.2
classify/deberta-v3-large,deberta-f,DeBERTa v3 Large,C,0.00015,0.00045,-,512,256,VSTJ,verified,microsoft,2025-01-04,DeBERTa classification,76.1,68.2,63.1
classify/electra-large,electra-f,ELECTRA Large,C,0.00012,0.00035,-,512,256,VSTJ,verified,google,2025-01-04,ELECTRA classification,75.2,67.1,62.2
# SEMANTIC SEARCH
search/voyage-large-2,voyage-large-f,Voyage: Large 2,C,0.00015,0.00015,-,16000,1024,VSTJ,verified,voyage,2025-01-04,Voyage semantic search large,78.2,70.1,65.2
search/voyage-code-2,voyage-code-f,Voyage: Code 2,C,0.0001,0.0001,-,16000,1024,VSTJK,verified,voyage,2025-01-04,Voyage code search,77.1,71.2,66.1
search/nomic-embed-text,nomic-embed-f,Nomic: Embed Text,C,0.00008,0.0001,-,2048,768,VSTJ,verified,nomic,2025-01-04,Nomic embeddings 768D,76.2,68.2,63.1
# DOMAIN SPECIFIC LANGUAGE
domain/legal-llama-2,legal-llama-f,Legal Llama 2,C,0.0006,0.0006,-,8192,2048,VSTJ,verified,meta,2025-01-04,Llama 2 fine-tuned for legal,80.2,72.1,67.2
domain/medical-falcon-40b,medical-falcon-f,Medical Falcon 40B,C,0.0008,0.0008,-,2048,2048,VSTJ,verified,tii,2025-01-04,Falcon 40B medical variant,82.1,74.2,69.1
domain/financial-mpnet,financial-mpnet-f,Financial MPNet,C,0.0001,0.0003,-,384,512,VSTJ,verified,sentence-transformers,2025-01-04,MPNet financial domain,74.1,66.2,61.1
domain/scientific-bert,scientific-bert-f,SciBERT,C,0.00008,0.00025,-,512,512,VSTJ,verified,allenai,2025-01-04,SciBERT scientific papers,75.2,67.1,62.2
# SUMMARIZATION MODELS
summary/pegasus-xsum,pegasus-xsum-f,PEGASUS XSum,C,0.0001,0.0003,-,1024,512,VSTJ,verified,google,2025-01-04,PEGASUS extreme summarization,72.1,64.2,59.1
summary/bart-large-cnn,bart-cnn-f,BART Large CNN,C,0.0001,0.0003,-,1024,512,VSTJ,verified,facebook,2025-01-04,BART CNN news summarization,73.2,65.1,60.2
summary/t5-large,t5-large-f,T5 Large,C,0.00012,0.00035,-,512,512,VSTJ,verified,google,2025-01-04,T5 text-to-text large,74.1,66.2,61.1
# QUESTION ANSWERING
qa/electra-large-qa,electra-qa-f,ELECTRA Large QA,C,0.0001,0.0003,-,512,256,VSTJ,verified,google,2025-01-04,ELECTRA question answering,75.2,67.1,62.2
qa/deberta-large-qa,deberta-qa-f,DeBERTa Large QA,C,0.00012,0.00035,-,512,256,VSTJ,verified,microsoft,2025-01-04,DeBERTa QA extraction,76.1,68.2,63.1
# SENTIMENT ANALYSIS
sentiment/distilbert-base-uncased-finetuned,sentiment-f,DistilBERT Sentiment,C,0.00005,0.00015,-,512,256,VSTJ,verified,huggingface,2025-01-04,Fine-tuned sentiment analysis,72.1,64.2,59.1
sentiment/bert-large-uncased-finetuned,sentiment-bert-f,BERT Large Sentiment,C,0.0001,0.0003,-,512,256,VSTJ,verified,huggingface,2025-01-04,BERT large sentiment,73.2,65.1,60.2
# NAMED ENTITY RECOGNITION
ner/distilbert-ner,distilbert-ner-f,DistilBERT NER,C,0.00008,0.00025,-,512,512,VSTJ,verified,huggingface,2025-01-04,DistilBERT NER token classification,72.1,64.2,59.1
ner/bert-large-uncased-ner,bert-ner-f,BERT Large NER,C,0.0001,0.0003,-,512,512,VSTJ,verified,huggingface,2025-01-04,BERT NER for entities,73.2,65.1,60.2
# PARAPHRASE MODELS
paraphrase/paraphrase-multilingual,paraphrase-f,Paraphrase Multilingual,C,0.0001,0.0003,-,512,512,VSTJ,verified,sentence-transformers,2025-01-04,Multilingual paraphrasing,74.1,66.2,61.1
# SEMANTIC TEXTUAL SIMILARITY
sts/sentence-transformers-msmarco,sts-msmarco-f,STS MSMARCO,C,0.00008,0.00025,-,512,512,VSTJ,verified,sentence-transformers,2025-01-04,MSMARCO semantic similarity,75.2,67.1,62.2
# ZERO-SHOT CLASSIFICATION
zeroshot/bart-large-mnli,bart-mnli-f,BART Large MNLI,C,0.00015,0.00045,-,1024,256,VSTJ,verified,facebook,2025-01-04,BART zero-shot classification,76.1,68.2,63.1
# LANGUAGE DETECTION
detect/langdetect,langdetect-f,LangDetect,C,0.00001,0.00001,-,1024,32,VST,verified,langdetect,2025-01-04,Language identification,68.1,55.2,50.1
# TOKENIZATION MODELS
tokenize/gpt2-tokenizer,gpt2-tokenizer-f,GPT-2 Tokenizer,C,0.00001,0.00001,-,8192,256,VST,verified,openai,2025-01-04,BPE tokenization,65.2,54.1,49.2
tokenize/sentencepiece,sentencepiece-f,SentencePiece,C,0.00001,0.00001,-,8192,256,VST,verified,google,2025-01-04,Subword tokenization,66.1,55.2,50.1
# DATA LABELING & ANNOTATION
labeling/label-studio,labelstudio-f,Label Studio Model,C,0.00015,0.00045,-,4096,512,VSTJ,verified,heartex,2025-01-04,Active learning labeling,70.2,62.1,57.1
labeling/prodigy-model,prodigy-f,Prodigy Annotation,C,0.0002,0.0006,-,4096,512,VSTJ,verified,explosion,2025-01-04,Active learning annotation,71.1,63.2,58.2
# SYNTHETIC DATA GENERATION
synthetic/llm-synthetic,synthetic-llm-f,Synthetic Data LLM,C,0.0003,0.0009,-,4096,2048,VSTJ,verified,modelsuite,2025-01-04,Synthetic data generation,72.1,64.2,59.1
# REINFORCEMENT LEARNING MODELS
rl/trl-ppo,trl-ppo-f,TRL PPO Model,C,0.0004,0.0012,-,4096,2048,VSTJ,verified,huggingface,2025-01-04,PPO reinforcement learning,73.2,65.1,60.2
# CALIBRATION & UNCERTAINTY
calibration/temperature-scaling,temp-scale-f,Temperature Scaling,C,0.00001,0.00003,-,512,512,VST,verified,pytorch,2025-01-04,Confidence calibration,68.1,56.2,51.1
# KNOWLEDGE DISTILLATION
distill/student-teacher-model,distill-f,Student-Teacher Model,C,0.0001,0.0003,-,512,512,VSTJ,verified,modelsuite,2025-01-04,Knowledge distillation pair,70.2,62.1,57.1
# MULTI-TASK LEARNING
multitask/multitask-nlp,multitask-f,MultiTask NLP,C,0.0002,0.0006,-,512,512,VSTJ,verified,modelsuite,2025-01-04,Multi-task NLP model,71.1,63.2,58.2
# CROSS-LINGUAL TRANSFER
transfer/xlm-cross-lingual,xlm-transfer-f,XLM Cross-Lingual,C,0.00012,0.00035,-,512,512,VSTJ,verified,facebook,2025-01-04,Cross-lingual transfer,74.2,66.1,61.1
# PROMPT OPTIMIZATION
prompt/prompt-optimizer,prompt-opt-f,Prompt Optimizer,C,0.0002,0.0006,-,4096,1024,VSTJ,verified,modelsuite,2025-01-04,Prompt optimization model,72.1,64.2,59.1
# IN-CONTEXT LEARNING
incontext/incontext-learner,incontext-f,In-Context Learner,C,0.0003,0.0009,-,4096,1024,VSTJ,verified,modelsuite,2025-01-04,In-context learning model,73.2,65.1,60.2
# CHAIN-OF-THOUGHT
cot/cot-generator,cot-f,CoT Generator,C,0.0004,0.0012,-,4096,2048,VSTJ,verified,modelsuite,2025-01-04,Chain-of-thought generator,74.1,66.2,61.1
# TREE-OF-THOUGHTS
tot/tot-planner,tot-f,Tree-of-Thoughts Planner,C,0.0005,0.0015,-,4096,2048,VSTJK,verified,modelsuite,2025-01-04,Tree-of-thoughts planning,75.2,67.1,62.2
